"Link","Name","Pos","Year","College","RAS","All Time"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22134'>Link</a>","Dionte Smith","WR","2022","Missouri","0.66","0.66"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22569'>Link</a>","Jamal Gates","LB","2022","Florida International","0.66","0.66"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22606'>Link</a>","Damerren Mitchell","FS","2022","Colorado Mesa","0.66","0.66"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21320'>Link</a>","Eric Monroe","SS","2022","Texas Tech","0.65","0.65"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22519'>Link</a>","Cole McGowan","WR","2022","Houston","0.65","0.65"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22536'>Link</a>","Kordell Jackson","CB","2022","Austin Peay","0.65","0.65"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21739'>Link</a>","Desi Dixon","CB","2022","York","0.64","0.64"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22226'>Link</a>","Logan Wright","RB","2022","Georgia Southern","0.63","0.63"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22327'>Link</a>","Hezekiah Grimsley","WR","2022","Hampton","0.63","0.63"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22521'>Link</a>","Kelvin Pinkney","DT","2022","South Florida","0.63","0.63"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22425'>Link</a>","Brendan Radley-Hiles","CB","2022","Washington","0.62","0.62"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21272'>Link</a>","Christian Bobak","SS","2022","Illinois","0.61","0.61"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21713'>Link</a>","Tobias Enlow","WR","2022","Central Arkansas","0.61","0.61"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21806'>Link</a>","D'Juan Matthews","DT","2022","Hawaii","0.61","0.61"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21868'>Link</a>","Akil Jones","LB","2022","Colorado","0.61","0.61"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22567'>Link</a>","Api Mane","OG","2022","Florida International","0.61","0.61"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21710'>Link</a>","K.J. Smith","FS","2022","North Alabama","0.6","0.6"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21937'>Link</a>","Hunter Rison","WR","2022","Grand Valley State","0.6","0.6"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22325'>Link</a>","Karon Delince","CB","2022","East Tennessee State","0.6","0.6"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22410'>Link</a>","Josh Perry","LB","2022","Southern Miss","0.6","0.6"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22025'>Link</a>","Shaq Bond","SS","2022","Utah State","0.59","0.59"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22320'>Link</a>","Danny Godlevske","OC","2022","Oklahoma State","0.59","0.59"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21494'>Link</a>","Ralfs Rusins","DT","2022","Liberty","0.58","0.58"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21697'>Link</a>","Lionell Wiggins","DE","2022","Northern Arizona","0.57","0.57"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21732'>Link</a>","Taz Bell","RB","2022","London Beefeaters","0.57","0.57"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21965'>Link</a>","Kyree Woods","DT","2022","Cal-Davis","0.56","0.56"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22563'>Link</a>","Max Bortenschlager","QB","2022","Florida International","0.56","0.56"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22174'>Link</a>","Jean-Paul Cimankinda","RB","2022","Ottawa","0.55","0.55"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22546'>Link</a>","Andre Blackett","LB","2022","Rhode Island","0.55","0.55"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22229'>Link</a>","Al Young","CB","2022","Jackson State","0.54","0.54"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22543'>Link</a>","Siah Sao","DT","2022","Charlotte","0.54","0.54"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22280'>Link</a>","Richard Moore","LB","2022","Southern Methodist","0.53","0.53"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21588'>Link</a>","Jamal Savage","OT","2022","Bethune-Cookman","0.52","0.52"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22213'>Link</a>","LeCharles Pringle","WR","2022","Alcorn State","0.51","0.51"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22237'>Link</a>","Deon McIntosh","RB","2022","Washington State","0.51","0.51"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22314'>Link</a>","Vincent Perry","WR","2022","Tennessee State","0.51","0.51"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21230'>Link</a>","Donovan Slates","LB","2022","Tennessee","0.5","0.5"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22310'>Link</a>","Dedrick Mackey","CB","2022","Purdue","0.5","0.5"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20986'>Link</a>","Sean McGrew","RB","2022","Washington","0.49","0.49"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21717'>Link</a>","Juwan Thomas","DE","2022","Miles","0.49","0.49"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21126'>Link</a>","Zaire Jones","FS","2022","Youngstown State","0.47","0.47"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21740'>Link</a>","Talki Ehouman","CB","2022","York","0.47","0.47"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21762'>Link</a>","Eric Stranz","PK","2022","Guelph","0.47","0.47"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21834'>Link</a>","Jaquel Pierce","DT","2022","Texas State","0.47","0.47"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22184'>Link</a>","Ryth-Jean Giraud","RB","2022","Montreal","0.47","0.47"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22409'>Link</a>","Rachuan Mitchell","CB","2022","Southern Miss","0.47","0.47"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21694'>Link</a>","Cherokee Glasgow","DT","2022","Troy","0.46","0.46"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22343'>Link</a>","Wayne Davis","FS","2022","James Madison","0.46","0.46"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22377'>Link</a>","Willie Wright","WR","2022","Florida Atlantic","0.46","0.46"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22651'>Link</a>","Denario Critton","CB","2022","Colorado State Pueblo","0.46","0.46"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21356'>Link</a>","Jaylan Foster","FS","2022","South Carolina","0.45","0.45"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21771'>Link</a>","Bryan Syracuse","OG","2022","Monmouth","0.45","0.45"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22212'>Link</a>","Noah Kerr","OT","2022","Saskatchewan","0.44","0.44"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22371'>Link</a>","TJ Chase","WR","2022","Florida Atlantic","0.43","0.43"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22438'>Link</a>","Lawtez Rogers","DE","2022","Maryland","0.43","0.43"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22628'>Link</a>","Troy Hilton","FS","2022","Florida A&M","0.43","0.43"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21702'>Link</a>","Nicholas Terry","LB","2022","Alabama State","0.42","0.42"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22541'>Link</a>","Chibueze Nwanna","OG","2022","Charlotte","0.42","0.42"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22639'>Link</a>","Tyreik Campbell","RB","2022","Adams State","0.42","0.42"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21485'>Link</a>","Devontay Love-Taylor","OG","2022","Florida State","0.41","0.41"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22228'>Link</a>","Kyland Richey","FB","2022","Jackson State","0.41","0.41"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22617'>Link</a>","Ben Ratzlaff","WR","2022","Western Kentucky","0.41","0.41"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22267'>Link</a>","Colby Campbell","LB","2022","Duke","0.39","0.39"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22522'>Link</a>","Thad Mangum","DT","2022","South Florida","0.39","0.39"
